,Variabel,Enkät,Dubbelkodning,Beskrivning,Enkättext,Kodlista,Itemnr
366,badday_6,SLOSH 16 working,,,Hur är stämningen på din arbetsplats? @ Man har förståelse för att jag kan ha en dålig dag.,stämmer1_1,13_d
367,badday_7,SLOSH 18 working,,,Hur är stämningen på din arbetsplats? @ Man har förståelse för att jag kan ha en dålig dag.,stämmer1_1,11_d
368,managree_1,SLOSH 06 working,,,Jag kommer bra överens med mina överordnade,stämmer1,A14_h
369,managree_2,SLOSH 08 working,1.0,,Jag kommer bra överens med mina överordnade,stämmer1,21_h
370,managree_2,SLOSH 08 non-working,0.0,,Jag kommer bra överens med mina överordnade,stämmer1,21_h
371,managree_3,SLOSH 10 working,,,Hur är stämningen på din arbetsplats? @ Jag kommer bra överens med mina överordnade.,stämmer1,31_g
372,managree_4,SLOSH 12 working,,,Hur är stämningen på din arbetsplats? @ Jag kommer bra överens med mina överordnade.,stämmer1,32_e
373,managree_5,SLOSH 14 working,,,Hur är stämningen på din arbetsplats? @ Jag kommer bra överens med mina överordnade.,stämmer1_1,14_e
374,managree_6,SLOSH 16 working,,,Hur är stämningen på din arbetsplats? @ Jag kommer bra överens med mina överordnade.,stämmer1,13_e
375,managree_7,SLOSH 18 working,,,Hur är stämningen på din arbetsplats? @ Jag kommer bra överens med mina överordnade.,stämmer1_1,11_e
376,collwell_1,SLOSH 06 working,,,Jag trivs med mina arbetskamrater,stämmer1,A14_i
377,collwell_2,SLOSH 08 working,1.0,,Jag trivs med mina arbetskamrater,stämmer1,21_i
378,collwell_2,SLOSH 08 non-working,0.0,,Jag trivs med mina arbetskamrater,stämmer1,21_i
379,collwell_3,SLOSH 10 working,,,Hur är stämningen på din arbetsplats? @ Jag trivs med mina arbetskamrater.,stämmer1,31_i
380,collwell_4,SLOSH 12 working,,,Hur är stämningen på din arbetsplats? @ Jag trivs med mina arbetskamrater.,stämmer1,32_f
381,collwell_6,SLOSH 16 working,,,Hur är stämningen på din arbetsplats? @ Jag trivs med mina arbetskamrater.,stämmer1_1,13_f
382,collwell_7,SLOSH 18 working,,,Hur är stämningen på din arbetsplats? @ Jag trivs med mina arbetskamrater.,stämmer1_1,11_f
383,organise_1,SLOSH 06 working,,,Det är ordning och reda på min arbetsplats,stämmer1,A14_j
384,rules_1,SLOSH 06 working,,,Det finns tydliga regler och förhållningssätt på min arbetsplats,stämmer1,A14_k
385,rules_2,SLOSH 08 working,,,Det finns tydliga regler och förhållningssätt på min arbetsplats,stämmer1,21_m
386,whowhat_1,SLOSH 06 working,,,Det är tydligt på min arbetsplats vem som gör vad,stämmer1,A14_l
387,whowhat_2,SLOSH 08 working,,,Det är tydligt på min arbetsplats vem som gör vad,stämmer1,21_n
388,diviwhat_1,SLOSH 06 working,,,Det är tydligt på min arbetsplats vilka avdelningar som gör vad,stämmer1,A14_m
389,diviwhat_2,SLOSH 08 working,,,Det är tydligt på min arbetsplats vilka avdelningar som gör vad,stämmer1,21_o
390,knowwhat_1,SLOSH 06 working,,,Arbetet flyter på bra eftersom vi för det mesta vet vad vi ska göra,stämmer1,A14_n
391,divicoop_1,SLOSH 06 working,,,Samarbetet mellan avdelningarna i min organisation är effektivt,stämmer1,A14_o
392,divicoop_2,SLOSH 08 working,,,Samarbetet mellan avdelningarna i min organisation är effektivt,stämmer1,21_p
393,empdecis_1,SLOSH 06 working,,,Ledningen låter oss anställda fatta egna beslut,stämmer1,A14_p
394,empdecis_2,SLOSH 08 working,,,Ledningen låter oss anställda fatta egna beslut,stämmer1,21_s
395,empdecis_3,SLOSH 10 working,,,Hur är stämningen på din arbetsplats? @ Ledningen låter oss anställda fatta egna beslut.,stämmer1,31_j
396,whodecis_1,SLOSH 06 working,,,Det är klart vem som fattar beslut i olika frågor på min arbetsplats,stämmer1,A14_q
397,whodecis_2,SLOSH 08 working,,,Det är klart vem som fattar beslut i olika frågor på min arbetsplats,stämmer1,21_s
398,skaraned_1,SLOSH 06 working,,,"Finns det planer på din arbetsplats att utöka verksamheten, skära ned eller lägga ned den helt?",verksamheten1,A15
399,skaraned_2,SLOSH 08 working,,,"Finns det planer på din arbetsplats att utöka verksamheten, skära ned eller lägga ned den helt?",verksamheten1,18
400,value_1,SLOSH 06 working,,,Hur stämmer detta in på dig? Använd gärna mellanstegen också! @ Jag tror att jag ibland försöker bevisa mitt värde genom arbete,stämmer2,A16_a
401,value_2,SLOSH 08 working,1.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Jag tror att jag ibland försöker bevisa mitt värde genom arbete,stämmer2,19_a
402,value_2,SLOSH 08 non-working,0.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Jag tror att jag ibland försöker bevisa mitt värde genom arbete,stämmer2,19_a
403,selfwork_1,SLOSH 06 working,,,Hur stämmer detta in på dig? Använd gärna mellanstegen också! @ Min självkänsla är alltför mycket beroende av vad jag åstadkommer i mitt arbete,stämmer2,A16_b
404,selfwork_2,SLOSH 08 working,1.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Min självkänsla är alltför mycket beroende av vad jag åstadkommer i mitt arbete,stämmer2,19_b
405,selfwork_2,SLOSH 08 non-working,0.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Min självkänsla är alltför mycket beroende av vad jag åstadkommer i mitt arbete,stämmer2,19_b
406,better_1,SLOSH 06 working,,,Hur stämmer detta in på dig? Använd gärna mellanstegen också! @ Jag känner ibland att jag måste vara lite bättre än andra för att duga inför mig själv,stämmer2,A16_c
407,better_2,SLOSH 08 working,1.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @Jag känner ibland att jag måste vara lite bättre än andra för att duga inför mig själv,stämmer2,19_c
408,better_2,SLOSH 08 non-working,0.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @Jag känner ibland att jag måste vara lite bättre än andra för att duga inför mig själv,stämmer2,19_c
409,constrai_1,SLOSH 06 working,,,Hur stämmer detta in på dig? Använd gärna mellanstegen också! @ Jag har känt ett inre tvång att åstadkomma något värdefullt genom mitt arbete,stämmer2,A16_d
410,constrai_2,SLOSH 08 working,1.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Jag har känt ett inre tvång att åstadkomma något värdefullt genom mitt arbete,stämmer2,19_d
411,constrai_2,SLOSH 08 non-working,0.0,,Hur stämmer nedanstående påståenden in på dig? Använd gärna mellanstegen också! @ Jag har känt ett inre tvång att åstadkomma något värdefullt genom mitt arbete,stämmer2,19_d
412,lacktime_1,SLOSH 06 working,,,Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ I mitt arbete kommer jag ofta i tidsnöd,stämmer3,A17_a
413,awakejob_1,SLOSH 06 working,,,Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ Det händer mig ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem,stämmer3,A17_b
414,awakejob_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Det händer ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem.,stämmer3,51_a
415,awakejob_4,SLOSH 12 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Det händer ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem.,stämmer3,53_a
416,awakejob_5,SLOSH 14 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Det händer ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem.,stämmer3_1,51_a
417,awakejob_6,SLOSH 16 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Det händer ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem.,stämmer3,57_a
418,awakejob_7,SLOSH 18 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ Det händer ofta att jag redan när jag vaknar börjar tänka på arbetsrelaterade problem.,stämmer3_1,52_a
419,relxhome_1,SLOSH 06 working,,,Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet,stämmer3,A17_c
420,relxhome_3,SLOSH 10 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet.,stämmer3,51_b
421,relxhome_4,SLOSH 12 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet.,stämmer3,53_b
422,relxhome_5,SLOSH 14 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet.,stämmer3_1,51_b
423,relxhome_6,SLOSH 16 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet.,stämmer3_1,57_b
424,relxhome_7,SLOSH 18 working,,,Vilka av följande påståenden tycker du stämmer på dig? @ När jag kommer hem kan jag lätt slappna av och ”koppla bort” arbetet.,stämmer3_1,52_b
425,tmuchjob_1,SLOSH 06 working,,,Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ Mina närmaste säger att jag offrar för mycket för arbetet,stämmer3,A17_d
426,evethink_1,SLOSH 06 working,,,"Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det",stämmer3,A17_e
427,evethink_3,SLOSH 10 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det.",stämmer3,51_c
428,evethink_4,SLOSH 12 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det.",stämmer3,53_c
429,evethink_5,SLOSH 14 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det.",stämmer3_1,51_c
430,evethink_6,SLOSH 16 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det.",stämmer3_1,57_c
431,evethink_7,SLOSH 18 working,,,"Vilka av följande påståenden tycker du stämmer på dig? @ Jag blir sällan kvitt arbetet, även på kvällarna tänker jag på det.",stämmer3_1,52_c
432,dutynigh_1,SLOSH 06 working,,,Vilka av följande påståenden tycker du stämmer på dig? Ange ett alternativ på varje fråga. @ Mina närmaste säger att jag offrar för mycket för arbetet,stämmer3,A17_f
433,disagree_1,SLOSH 06 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1,A18
434,disagree_2,SLOSH 08 working,1.0,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1,22
435,disagree_2,SLOSH 08 non-working,0.0,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1,22
436,disagree_3,SLOSH 10 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1,36
437,disagree_4,SLOSH 12 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1,37
438,disagree_5,SLOSH 14 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1_1,39
439,disagree_6,SLOSH 16 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1_1,43
440,disagree_7,SLOSH 18 working,,,Hur löser man i huvudsak meningsskiljaktigheter på din arbetsplats?,konflikt1_1,44
441,conflict_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats?,janej1,A19
442,confcond_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confcond1,A20
443,confcond_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confcond1,27
444,confcond_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confcond1,27
445,confreso_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confreso1,A20
446,confreso_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confreso1,27
447,confreso_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confreso1,27
448,confpace_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confpace1,A20
449,confpace_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confpace1,27
450,confpace_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confpace1,27
451,conftask_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,conftask1,A20
452,conftask_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",conftask1,27
453,conftask_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",conftask1,27
454,confresp_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confresp1,A20
455,confresp_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confresp1,27
456,confresp_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confresp1,27
457,conflead_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,conflead1,A20
458,conflead_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",conflead1,27
459,conflead_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",conflead1,27
460,confcoll_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confcoll1,A20
461,confcoll_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confcoll1,27
462,confcoll_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confcoll1,27
463,confclie_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confclie1,A20
464,confclie_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confclie1,27
465,confclie_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confclie1,27
466,confelse_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,confelse1,A20
467,confelse_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confelse1,27
468,confelse_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",confelse1,27
469,conftxt_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.,fritext,A20_txt
470,conftxt_2,SLOSH 08 working,1.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",fritext,27_txt
471,conftxt_2,SLOSH 08 non-working,0.0,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med… @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Om ja: Vad handlade konflikten/konflikterna om? Du kan kryssa i flera alternativ.",fritext,27_txt
472,confmean_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Vilken betydelse anser du i stort att konflikten/konflikterna har haft?,betydelselös1,A21
473,confmean_2,SLOSH 08 working,,,"Strax innan du slutade arbeta, var du indragen i någon form av konflikt på din arbetsplats med …. ? @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Vilken betydelse anser du i stort att konflikten/konflikterna har haft?",betydelselös1,28
474,conflnow_1,SLOSH 06 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ Pågår någon konflikt fortfarande?,janej1,A22
475,conflnow_2,SLOSH 08 working,,,"Strax innan du slutade arbeta, var du indragen i någon form av konflikt på din arbetsplats med …. ? @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ Pågår någon konflikt fortfarande?",janej1,29
476,conflnow_3,SLOSH 10 working,,,Pågår någon konflikt fortfarande?,janej1,38
477,conflnow_4,SLOSH 12 working,,,Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats med … @ Pågår någon konflikt fortfarande?,janej1,38
478,conflnow_5,SLOSH 14 working,,,Pågår någon konflikt fortfarande?,janej3_1,41
479,conflnow_6,SLOSH 16 working,,,Pågår någon konflikt fortfarande?,janej3_1,45
480,conflnow_7,SLOSH 18 working,,,Pågår någon konflikt fortfarande?,janej3_1,46
481,conflyou_1,SLOSH 06 working,,,"Har du under de två senaste åren varit indragen i någon form av konflikt på din arbetsplats? @ På det hela taget, när det gäller konflikter du varit med om, hur har utgången av dessa varit för dig hittills?",bra2,A23
482,conflyou_2,SLOSH 08 working,,,"Strax innan du slutade arbeta, var du indragen i någon form av konflikt på din arbetsplats med …. ? @ …chefer?/…arbetskamrater?/ … andra personer (t ex patienter, kunder, klienter, passagerare, elever)? @ På det hela taget, när det gäller konflikter du varit med om, hur har utgången av dessa varit för dig hittills?",bra2,30
483,manaknow_1,SLOSH 06 working,,,Känner din chef dig?,grad3,A24_a
484,manacare_1,SLOSH 06 working,,,Visar din chef omsorg om dig?,grad3,A24_b
485,manacare_2,SLOSH 08 working,,,"Om du inte har någon chef, fortsätt med fråga nr 33b @ Visar din chef omsorg om dig?",grad3,31_a
486,manacare_3,SLOSH 10 working,,,Några ytterligare frågor om din chef. @ Visar din chef omsorg om dig?,grad3,28_a
487,manalist_1,SLOSH 06 working,,,Lyssnar din chef på dig och tar in det du säger?,grad3,A24_c
488,manalist_2,SLOSH 08 working,,,"Om du inte har någon chef, fortsätt med fråga nr 33b @ Lyssnar din chef på dig och tar in det du säger?",grad3,31_b
489,manalist_3,SLOSH 10 working,,,"Några ytterligare frågor om din chef. @ Lyssnar din chef på dig och tar in det du
säger?",grad3,28_b
490,manalist_4,SLOSH 12 working,,,Om relationer till din chef. @ Lyssnar din chef på dig och tar in det du säger?,grad3,29
491,manalist_5,SLOSH 14 working,,,Mer om din närmaste chef @ Lyssnar din chef på dig och tar in det du säger?,ofta2,35_j
492,manalist_6,SLOSH 16 working,,,Mer om din närmaste chef @ Lyssnar din chef på dig och tar in det du säger?,ofta2,39_k
493,manalist_7,SLOSH 18 working,,,Mer om din närmaste chef @ Lyssnar din chef på dig och tar in det du säger?,ofta2_1,40_k
494,manafait_1,SLOSH 06 working,,,Har du förtroende för ledningen?,grad3,A24_d
495,manafait_2,SLOSH 08 working,1.0,,"Om du inte har någon chef, fortsätt med fråga nr 33b @ Har du förtroende för ledningen?",grad3,31_d
496,manafait_2,SLOSH 08 non-working,0.0,,"Om du inte har någon chef, fortsätt med fråga nr 33b @ Har du förtroende för ledningen?",grad3,31_d
497,honest_1,SLOSH 06 non-working,0.0,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ärlig ( = talar och handlar sanningsenligt)",ofta3,A25_a
498,honest_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ärlig ( = talar och handlar sanningsenligt)",ofta3,A25_a
499,honest_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Ärlig (=talar och handlar sanningsenligt)",ofta3,29_a
500,honest_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Ärlig (=talar och handlar sanningsenligt)",ofta3,30_a
501,positive_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Positiv ( = generellt optimistisk och tillitsfull)",ofta3,A25_b
502,bossy_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Befallande ( = instruerar underordnade på ett bestämmande sätt)",ofta3,A25_c
503,just_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Rättvis ( = agerar i enlighet med vad som är rätt
eller rättvist)",ofta3,A25_d
504,just_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Rättvis (=agerar i enlighet med vad som är
rätt eller rättvist)",ofta3,29_b
505,just_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Ärlig (=talar och handlar sanningsenligt)",ofta3,30_b
506,selfinte_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Egoistisk ( = följer sina egna intressen)",ofta3,A25_e
507,selfinte_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Egoistisk ( = följer sina egna intressen)",ofta3,32_a
508,nonparti_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ej delaktig ( = ovillig till gemensamma aktiviteter)",ofta3,A25_f
509,nonparti_2,SLOSH 08 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Ej delaktig ( = ovillig till gemensamma aktiviteter)",ofta3,32_b
510,nonparti_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Ej delaktig (=ovillig till gemensamma
aktiviteter)",ofta3,29_c
511,nonparti_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Ärlig (=talar och handlar sanningsenligt)",ofta3,30_c
512,elitist_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Elitistisk ( = anser att en liten grupp människor
med likartad bakgrund är överlägsna och skall åtnjuta privilegier)",ofta3,A25_g
513,elitist_3,SLOSH 10 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Elitistisk (=anser att en liten grupp
människor med likartad bakgrund är överlägsna och skall åtnjuta privilegier)",ofta3,29_d
514,elitist_4,SLOSH 12 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet. @ Elitistisk (=anser att en liten grupp
människor med likartad bakgrund är överlägsna och skall åtnjuta privilegier)",ofta3,30_d
515,teambuil_1,SLOSH 06 working,,,"Vid varje beteende eller egenskap, kryssa för hur ofta din närmaste chef gör eller är på det sättet: @ Skapar laganda ( = förmåga att förmå gruppmedlemmar att arbeta tillsammans)",ofta3,A25_h
